Sample ID, Description, Type, CBDep
Empty Chamber, , Sample, On
Ams159331, , Sample, On
Ams159341, , Sample, On
Ams148351, , Sample, On
Ams148361, , Sample, On
Amsmeh71, , Sample, On
Amsmeh81, , Sample, On
Amsfkat91, , Sample, On
Amsfkat101, , Sample, On
Ams1240111, , Sample, On
Ams1240121, , Sample, On
Ams1556131, , Sample, On
Ams1556141, , Sample, On
Ams1482151, , Sample, On
Ams1482161, , Sample, On
