Sample ID, Description, Type, CBDep
Empty Chamber, , Sample, On
AgVeauUK 12, , Sample, On
AgVeauUK 22, , Sample, On
AgVeauUK 32, , Sample, On
AgVeauUK 42, , Sample, On
AgVeauUK 52, , Sample, On
AgVeauUK 62, , Sample, On
AgVeauAl 12, , Sample, On
AgVeauAl 22, , Sample, On
AgVeauAl 32, , Sample, On
AgVeauAl 42, , Sample, On
AgChevreUK 12, , Sample, On
AgChevreUK 22, , Sample, On
AgChevreUK 32, , Sample, On
AgChevreUK 42, , Sample, On
AgChevreUK 52, , Sample, On
AgChevreUK 62, , Sample, On
