PE IR       SUBTECH     SPECTRUM    ASCII       PEDS        4.00        
   -1
P14-Noir036_1.ASC
23/06/09
16:26:20.00
23/06/09
16:36:39.00
uco
Sample 036 By uco Date Friday, June 09 2023
450.000000
#HDR
-1
-1
#GR
cm-1
A
1.0
0.0
4000.000000
-1.000000
3551
8
0.013549
0.000865
#DATA
4000.000000	0.001354
3999.000000	0.001369
3998.000000	0.001383
3997.000000	0.001398
3996.000000	0.001405
3995.000000	0.001403
3994.000000	0.001395
3993.000000	0.001416
3992.000000	0.001420
3991.000000	0.001429
3990.000000	0.001435
3989.000000	0.001433
3988.000000	0.001426
3987.000000	0.001422
3986.000000	0.001426
3985.000000	0.001434
3984.000000	0.001438
3983.000000	0.001437
3982.000000	0.001432
3981.000000	0.001430
3980.000000	0.001432
3979.000000	0.001434
3978.000000	0.001431
3977.000000	0.001423
3976.000000	0.001416
3975.000000	0.001414
3974.000000	0.001419
3973.000000	0.001431
3972.000000	0.001442
3971.000000	0.001451
3970.000000	0.001455
3969.000000	0.001458
3968.000000	0.001461
3967.000000	0.001465
3966.000000	0.001465
3965.000000	0.001460
3964.000000	0.001452
3963.000000	0.001447
3962.000000	0.001446
3961.000000	0.001448
3960.000000	0.001451
3959.000000	0.001457
3958.000000	0.001466
3957.000000	0.001474
3956.000000	0.001477
3955.000000	0.001474
3954.000000	0.001469
3953.000000	0.001466
3952.000000	0.001466
3951.000000	0.001467
3950.000000	0.001467
3949.000000	0.001467
3948.000000	0.001470
3947.000000	0.001477
3946.000000	0.001487
3945.000000	0.001502
3944.000000	0.001518
3943.000000	0.001533
3942.000000	0.001541
3941.000000	0.001544
3940.000000	0.001541
3939.000000	0.001535
3938.000000	0.001523
3937.000000	0.001508
3936.000000	0.001499
3935.000000	0.001500
3934.000000	0.001511
3933.000000	0.001520
3932.000000	0.001521
3931.000000	0.001521
3930.000000	0.001531
3929.000000	0.001550
3928.000000	0.001569
3927.000000	0.001578
3926.000000	0.001578
3925.000000	0.001571
3924.000000	0.001559
3923.000000	0.001543
3922.000000	0.001528
3921.000000	0.001520
3920.000000	0.001516
3919.000000	0.001511
3918.000000	0.001503
3917.000000	0.001493
3916.000000	0.001484
3915.000000	0.001477
3914.000000	0.001476
3913.000000	0.001483
3912.000000	0.001497
3911.000000	0.001513
3910.000000	0.001528
3909.000000	0.001542
3908.000000	0.001555
3907.000000	0.001566
3906.000000	0.001574
3905.000000	0.001578
3904.000000	0.001576
3903.000000	0.001565
3902.000000	0.001544
3901.000000	0.001523
3900.000000	0.001510
3899.000000	0.001503
3898.000000	0.001501
3897.000000	0.001504
3896.000000	0.001517
3895.000000	0.001536
3894.000000	0.001550
3893.000000	0.001556
3892.000000	0.001560
3891.000000	0.001570
3890.000000	0.001577
3889.000000	0.001573
3888.000000	0.001567
3887.000000	0.001562
3886.000000	0.001557
3885.000000	0.001551
3884.000000	0.001544
3883.000000	0.001542
3882.000000	0.001550
3881.000000	0.001563
3880.000000	0.001569
3879.000000	0.001557
3878.000000	0.001533
3877.000000	0.001517
3876.000000	0.001520
3875.000000	0.001536
3874.000000	0.001546
3873.000000	0.001532
3872.000000	0.001504
3871.000000	0.001488
3870.000000	0.001499
3869.000000	0.001513
3868.000000	0.001500
3867.000000	0.001478
3866.000000	0.001478
3865.000000	0.001502
3864.000000	0.001533
3863.000000	0.001553
3862.000000	0.001556
3861.000000	0.001547
3860.000000	0.001538
3859.000000	0.001540
3858.000000	0.001558
3857.000000	0.001586
3856.000000	0.001603
3855.000000	0.001583
3854.000000	0.001544
3853.000000	0.001542
3852.000000	0.001558
3851.000000	0.001542
3850.000000	0.001519
3849.000000	0.001505
3848.000000	0.001500
3847.000000	0.001497
3846.000000	0.001501
3845.000000	0.001516
