Sample ID, Description, Type, CBDep
Empty Chamber, , Sample, On
AVeauUK 12, , Sample, On
AVeauUK 22, , Sample, On
AVeauUK 32, , Sample, On
AVeauUK 42, , Sample, On
AVeauUK 52, , Sample, On
AVeauUK 62, , Sample, On
AAgneauUK 12, , Sample, On
AAgneauUK 22, , Sample, On
AAgneauUK 32, , Sample, On
AAgneauUK 42, , Sample, On
AAgneauUK 52, , Sample, On
